"CO_NCM";"CO_SH6";"NO_NCM_POR";"NO_NCM_ING"
"88022010";"880220";"Aviões e outros veículos aéreos, a hélice, de peso não superior a 2.000 kg, vazios";"Propeller-driven aeroplanes,etc.weight<=2000kg,empty"
"88022021";"880220";"Aviões e outros veículos aéreos, a turboélice, de peso não superior a 2.000 kg, vazios, monomotores";"Airplanes,turboprop,etc.single-engine<=2000kg,empty"
"88022022";"880220";"Aviões e outros veículos aéreos, de peso não superior a 2.000 kg, vazios, a turboélice, multimotores";"Airplanes,turboprop,etc,etc.multi-engine<=2000kg,empty"
"88022090";"880220";"Outros aviões e veículos aéreos, de peso menor ou igual a 2000 kg, vazios";"Other aeroplanes/aircraft,weight<=2000kg,empty"
"88023010";"880230";"Aviões e outros veículos aéreos, a hélice, de peso superior a 2.000 kg, mas não superior a 15.000 kg, vazios";"Propeller-driven aeropl.etc.2000kg<weight<=15000,empty"
"48202000";"482020";"Cadernos";"Exercise books"
"40082900";"400829";"Varetas e perfis, de borracha vulcanizada não endurecida, de borracha não alveolar";"Rods/profiles of rubber vulcanis.n/alveolar, n/hardened"
"40091000";"400910";"Tubo de borracha vulcanizada não endurecida, não reforçado, sem acessórios";"Tubes of vulcanised rubber n/hardened, without fittings"
"40091100";"400911";"Tubo de borracha vulcanizada não endurecida, não reforçado, sem acessórios";"Tubes of vulc.rubber, n/hard.n/reinf.without fittin."
"40091210";"400912";"Tubo de borracha vulcanizada não endurecida, com acessórios, com uma pressão de ruptura superior ou igual a 17,3 MPa";"Tubes of vulc.rubber, n/hard.n/reinf.with fittin.rup>=17"
"40091290";"400912";"Outros tubos de borracha vulcanizada não endurecida, com acessórios";"Other tubes of vulc.rubber, n/hard.n/reinf.with fittin."
"40092010";"400920";"Tubo de borracha vulcanizada, não endurecida, com metal, sem acessórios, pressão de ruptura menor que 17.3 Mpa";"Tubes of vulc.rubber, n/hard.with met.with fit.p<17.3mpa"
"40092090";"400920";"Outros tubos de borracha vulcanizada não endurecida, com metal, sem acessórios";"Oth.tubes of vulc.rubber, n/hard.with met.with fittings"
"40092110";"400921";"Tubos de borracha vulcanizada não endurecida, reforçados apenas com metal ou associados de outra forma apenas com metal, sem acessórios, com uma pressão de ruptura superior ou igual a 17,3 MPa";"Tubes of vulc.rubber n/hard.rein.met.without fitt.r>=17"
"40092190";"400921";"Outros tubos de borracha vulcanizada não endurecida, reforçados apenas com metal ou associados de outra forma apenas com metal, sem acessórios";"Ot.tubes of vul.rub.n/hard.reinfor.met.without fittings"
"40092210";"400922";"Tubos de borracha vulcanizada não endurecida, reforçados apenas com metal ou associados de outra forma apenas com metal, com acessórios, com uma pressão de ruptura superior ou igual a 17,3 MPa";"Tubes of vul.rub.n/hard.reinfor.met.without fit.rup>=17"
"40092290";"400922";"Outros tubos de borracha vulcanizada não endurecida, reforçados apenas com metal ou associados de outra forma apenas com metal, com acessórios";"Ot.tubes of vulc.rub.n/hard.reinfor.met.without fittin."
"40093000";"400930";"Outros tubos de borracha vulcanizada não endurecida, com matéria têxtil, sem acessórios";"Tubes vulc.rubb.n/hard.reinfor.text.mat.without fit."
"40093100";"400931";"Tubos de borracha vulcanizada não endurecida, reforçados apenas com matérias têxteis ou associados de outra forma apenas com matérias têxteis, sem acessórios";"Rubber tube vulc.n/hard.reinfor.text.mat.without fitt."
"42029100";"420291";"Outros artefatos, com a superfície exterior de couro natural ou reconstituído";"Other articles of natural leathers/compos./varnishings"
"42029200";"420292";"Outros artefatos, com a superfície exterior de folhas de plásticos ou de matérias têxteis";"Other articles of plastic sheeting/of textile materials"
"42029900";"420299";"Outros artefatos, de outras matérias";"Other articles of other materials"
"42031000";"420310";"Vestuário, de couro natural ou reconstituído";"Apparel of natural leather or composition"
"42032100";"420321";"Luvas, mitenes e semelhantes, especialmente concebidas para a prática de esportes, de couro natural ou reconstituído";"Gloves, mittens, etc.forsports, of natural leather/composit"
"41053000";"410530";"Peles curtidas ou crust de ovinos, depiladas, mesmo divididas, mas não preparadas de outro modo, no estado seco (crust)";"Dehaired skins of sheep, dry state, crust"
"41061100";"410611";"Peles depiladas, de caprinos, com pre-curtimenta vegetal";"Dehaired skins, of goats, with vegetable pre-tanned"
"41061210";"410612";"Peles depiladas, de caprinos, curtida ao cromo, úmido, ""wet blue""";"Dehaired skins, of goats, chromo tanned, wet, wet blue"
"41061290";"410612";"Peles depiladas, de caprinos, pre-curtidas de outro modo";"Dehaired skins, of goats, pre-tanned of other way"
"41061900";"410619";"Outras peles depiladas, de caprinos, curtidas ou recurtidas";"Other dehaired skins, of goats, tanned or retanned"
"41062010";"410620";"Peles depiladas, de caprinos, curtidas ao cromo, com acabamento";"Dehaired skins, of goats, chromo tanned, finishing"
"41062090";"410620";"Outras peles depiladas, de caprinos, apergaminhado, preparadas após curtimento";"Oth.dehaired skins, of goats, +++++tanned prepar."
"41062110";"410621";"Couros e peles, depilados, de caprinos, no estado úmido (incluindo wet-blue), com pré-curtimenta vegetal";"Leathers/skins goats vegetable pre-tanned"
"41062121";"410621";"Couros e peles, depilados, de caprinos, no estado úmido (incluindo wet-blue), pré-curtidos ao cromo (wet-blue)";"Leathers/skins goats in the wet state ""wet blue"""
"41062129";"410621";"Outros couros e peles, depilados, de caprinos, no estado úmido (incluindo wet-blue), pré-curtidos de outro modo";"Other leathers/skins goats in the wet state pre-tanned"
"41062190";"410621";"Outros couros e peles de caprinos, curtidos";"Other leathers/skins goats, tanned"
"41062200";"410622";"Couros e peles de caprinos, no estado seco ""crust""";"Leathers/skins goats, in the dry state ""crust"""
"41063110";"410631";"Couros e peles de suínos, no estado úmido (incluindo wet-blue), simplesmente curtidos ao cromo (wet-blue)";"Leathers/skins of swine, tanned, wet state""wet blue"""
"41063190";"410631";"Outros couros e peles de suínos, no estado úmido (incluindo wet-blue)";"Other leathers/skins, of swine, tanned, wet state"
"41063200";"410632";"Couros e peles de suínos, no estado seco (crust)";"Leathers/skins, of swine, tanned, dry state(crust)"
"44182000";"441820";"Portas e respectivos caixilhos, alizares e soleiras, de madeira";"Doors and their frames and thresholds, of wood"
"44183000";"441830";"Painéis de madeira, para soalhos";"Wood panels, for parquet"
"44184000";"441840";"Armações para concreto, de madeira";"Wood shuttering, for concrete"
"44185000";"441850";"Fasquias para telhados (shingles e shakes), de madeira";"Shingles and shakes of wood, for roofs"
"44186000";"441860";"Postes e vigas de madeira";"Beams and posts made of wood"
"44187100";"441871";"Painéis para pisos (pavimentos) em mosaico";"Panels for mosaic floors"
"44187200";"441872";"Outros painéis montados para revestimento de pisos (pavimentos), de camadas múltiplas";"Other panels for floors, with multiple layers"
"44187900";"441879";"Outros painéis montados para soalhos";"Other mounted panels to floors"
"44189000";"441890";"Outras obras de marcenaria ou de carpintaria para construções";"Other works of joinery or carpentry, forconstruction"
"44190000";"441900";"Artefatos de madeira para mesa ou cozinha";"Tableware and kitchenware, of wood"
"44201000";"442010";"Estatuetas e outros objetos de ornamentação, de madeira";"Statuettes and other objects, of wood, for ornaments"
"44209000";"442090";"Madeira marchetada e madeira incrustada, estojos e guarda-jóias para joalheria e ourivesaria, e obras semelhantes, de madeira, artigos de mobiliário, de madeira, que não se incluam no Capítulo 94";"Inlaid wood, incrusted, safes, etc.of wood"
"44211000";"442110";"Cabides para vestuário, de madeira";"Wood hangers, for clothing"
"44219000";"442190";"Outras obras de madeira";"Other articles of wood"
"45011000";"450110";"Cortiça natural, em bruto ou simplesmente preparada";"Natural cork, raw or simply prepared"
"45019000";"450190";"Desperdícios de cortiça, cortiça triturada, granulada, etc";"Wastes of cork, triturated cork, granulated, etc"
"45020000";"450200";"Cortiça natural, sem a crosta ou simplesmente esquadriada, ou em cubos, chapas, folhas ou tiras, de forma quadrada ou retangular (incluindo os esboços com arestas vivas, para rolhas)";"Natural cork, debacked/roughly squared/in rectang.etc"
"45031000";"450310";"Rolhas de cortiça natural";"Stoppers of natural corks"
"45039000";"450390";"Outras obras de cortiça natural";"Other articles of natural corks"
"48113913";"481139";"Outros papéis/cartões, revestidos de polietileno, estratificado alumínio impregnado";"Oth.paper/paperb.coated polyeth.strat.alum.printed"
"48113919";"481139";"Papel/cartão revestido de outros plásticos, em rolos/folhas";"Paper/paperb.coated of oth.plastic, in rolls/sheets"
"48113920";"481139";"Outros papéis/cartões impregnados de plástico, em rolos/folhas";"Oth.paper/paperboard impreg.of plastic, in rolls/sheets"
"48114000";"481140";"Papel/cartão, revestido/impregnado com cera, parafina, etc, em rolos/folhas";"Paper/paperb.coated/impreg.wax, paraf.etc.rolls/sheets"
"48114110";"481141";"Papel e cartão auto-adesivos, em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas";"Paper/paperb.self-adhesive strip/roll w<=15cm, sh<=360mm"
"29037736";"290377";"Dicloroexafluoropropanos";"Dicloroexafluoropropanos"
"29037737";"290377";"Cloroeptafluoropropanos";"Cloroeptafluoropropanos"
"29037790";"290377";"Outros derivados peralogenados dos hidrocarbonetos acíclicos, com fluor e bromo";"Outs.derivs.peralog.dos hidrocarb.acicl.c/fluor e cloro"
"29037800";"290378";"Outros derivados peralogenados";"Other perhalogenated derivatives"
"29037911";"290379";"Clorofluoroetanos";"Clorofluoroetanos"
"29037912";"290379";"Clorotetrafluoroetanos";"Clorotetrafluoroetanos"
"29037919";"290379";"Outros derivados peralogenados";"Other perhalogenated derivatives"
"29037920";"290379";"Derivados metano, etano ou propano ,halogenado, com fluor e bromo";"Derivados metano,etano ou propano,hal.com fluor e bromo"
"29037931";"290379";"Halotano";"Halothane"
"29037939";"290379";"Outros bromoclorotrifluoroetanos";"Outros bromoclorotrifluoroetanos"
"29037990";"290379";"Outros derivados peralogenados dos hidrocarbonetos acíclicos, contendo ao menos dois halogênios diferentes";"Outs.deriva. hal.dos hidrocar..aciclicos,min.2 hal.dif."
"29038110";"290381";"Lindano";"Lindane"
"29038190";"290381";"Outros 1,2,3,4,5,6-hexaclorocicloexano";"Outros 1,2,3,4,5,6-hexaclorocicloexano"
"29038210";"290382";"Aldrin";"Aldrin"
"29038220";"290382";"Clordano";"Chlordane"
"29159090";"291590";"Outros ácidos monocarboxílicos acíclicos saturados, etc.";"Oth.acid peroxides satur.acycl.monocarboxylic acids, etc"
"29161110";"291611";"Ácido acrílico";"Acrylic acid"
"29072100";"290721";"Resorcinol e seus sais";"Resorcinol and its salts"
"85445100";"854451";"Outros condutores elétricos munidos de peças de conexão, 80 v < tensão <= 1000 v";"Oth.elect.conductors with connect.fittngs,80<t<=1000v"
"85445900";"854459";"Outros condutores elétricos 80 v < tensão <= 1000 v";"Other electric conductors 80v<tension<=1.000v"
"89039200";"890392";"Barcos a motor, exceto com motor fora-de-borda";"Motor-boats, other than outboard motor-boats"
"89039900";"890399";"Outros barcos/embarcações de recreio/esporte, inclusive canoas";"Other vessels for pleasure or sports,incl.canoes"
"89040000";"890400";"Rebocadores e barcos concebidos para empurrar outras embarcações";"Tugs and pusher craft"
"89051000";"890510";"Dragas";"Dredgers"
"89052000";"890520";"Plataformas de perfuração ou de exploração, flutuantes ou submersíveis";"Floating/submersible drilling or product.platforms,etc."
"89059000";"890590";"Barcos-faróis/guindastes/docas/diques flutuantes, etc.";"Light-vessels/floating cranes/docks/flotation dikes,etc"
"89060000";"890600";"Outras embarcações";"Other vessels"
"89061000";"890610";"Navios de guerra";"Warships"
"89069000";"890690";"Outras embarcações, inclusive barco salva-vidas, exceto os barcos a remos";"Other vessels, including lifeboats"
"89071000";"890710";"Balsas infláveis";"Inflatable rafts"
"89079000";"890790";"Outras estruturas flutuantes (por exemplo, reservatórios, caixões, bóias de amarração, bóias de sinalização e semelhantes)";"Other floating structures"
"89080000";"890800";"Embarcações e outras estruturas flutuantes, a serem desmanteladas";"Vessels and other floating structures f/breaking up"
"90011011";"900110";"Fibras ópticas, com diâmetro de núcleo inferior a 11 micrômetros (mícrons)";"Optical fibres,nucleus diam.<11micron"
"90011019";"900110";"Outras fibras ópticas";"Other optical fibres"
"85255024";"852550";"Aparelho de televisão, em banda VHF, com potência de saída superior ou igual a 20 kW";"Appar. of telev., uhf band, output pot.>=20kw"
"85255029";"852550";"Outros aparelhos transmissores de televisão";"Other television transmitter apparatus"
"85256010";"852560";"Aparelhos transmissores (emissores) que incorporem um aparelho receptor, de radiodifusão";"Transm./recept.appar. of radio-broadcasting"
"85256020";"852560";"Aparelhos transmissores (emissores) que incorporem um aparelho receptor, de televisão, de frequência superior a 7 GHz";"Transm./recept.appar. of television, freq.>7ghz"
"85256090";"852560";"Outros aparelhos transmissores com receptor de TV";"Other transm.appar.with recept. of telev."
"85258011";"852580";"Câmeras de televisão, com três ou mais captadores de imagem";"Tv cameras with 3 or more image pickups (captivators)"
"85258012";"852580";"Câmeras de televisão, com sensor de imagem a semicondutor tipo CCD, de mais de 490 x 580 elementos de imagem (pixels) ativos, sensíveis a intensidades de iluminação inferiores a 0,20 lux";"Tv cameras with ccd imag. sensor, etc. light.< 0, 20 lux"
"85421000";"854210";"Cartões munidos de um circuito integrado eletrônico";"Cards incorporating an electronic integrated circuit"
"85421200";"854212";"Cartões incorporando 1 circuito integrado eletrônico";"Cards incorporating 1 electronic integrated circuit"
"85421310";"854213";"Semicondutores de óxido metálico, tecnologia mos, não montados";"Metallic oxide  semiconductors,mos tech.,n/mounted"
"85421321";"854213";"Memórias ROM, PROM, etc, tecnologia mos, montadas, para montagem em superfície";"Rom, prom,etc.memoirs mos tech.,mounted,f/surf.moun.dev"
"85421322";"854213";"Microprocessadores, tecnologia mos, montados, para montagem em superfície";"Microprocessors,mos tech.,mounted,f/surf.moun.dev."
"85421323";"854213";"Microcontroladores, tecnologia mos, montados, para montagem em superfície";"Microcontrollers mos tech.,mounted,f/surf.moun.dev."
"85421324";"854213";"Co-processadores, tecnologia mos, montados, para montagem em superfície";"Co-processors,mos tech,mounted,f/surf.moun.dev."
"85421325";"854213";"Semicondutores ""chip-set"", tecnologia mos, montados, para montagem em superfície";"Semiconduc.""chip-set"",mos tech.,mounted,f/surf.moun.dev"
"85421328";"854213";"Outras memórias, tecnologia mos, montadas, para montagem em superfície";"Other memories,mos tech.,mounted,f/surf.moun.dev"
"85231310";"852313";"Fitas magnéticas não gravadas, 6,5 mm < largura <= 50,8 mm, em rolos/carretéis";"Magnetic tape-type n/record.6.5<w<=50.8mm, on reels/cas."
"85231320";"852313";"Fitas magnéticas de largura > 6.5 mm, em cassetes, para gravação de vídeo";"Magnetic tape-type w>6.5mm, on cassettes, f/video record."
"85231390";"852313";"Outras fitas magnéticas não gravadas, largura > 6.5 mm";"Oth.magnetic tape-type n/recorded w>6.5mm"
"85232010";"852320";"Discos magnéticos não gravados, para unidades de discos rígidos";"Magnetic discs n/recording f/units of hard disks"
"85232090";"852320";"Outros discos magnéticos não gravados";"Other magnetic discs not recorded"
"85232110";"852321";"Cartôes magnéticos não gravados";"Cards incorporating a magnetic stripe, not recorded"
"85232120";"852321";"Cartões magnéticos gravados";"Cards incorporating a magnetic stripe, recorded"
"85232911";"852329";"Discos magnéticos não gravados, dos tipos utilizados em unidades de discos rígidos";"Magnetic discs n/recording f/units of hard disks"
"85232919";"852329";"Outros discos magnéticos não gravados";"Other magnetic discs no recorded"
"85232921";"852329";"Fitas magnéticas, não gravadas, de largura não superior a 4 mm, em cassetes";"Magnetic tape-type n/recorded w<=4mm, in cassettes"
"85232922";"852329";"Fitas magnéticas, não gravadas, de largura superior a 4 mm mas inferior ou igual a 6,5 mm";"Magnetic tape-type n/recorded 4mm<w<=6.5mm"
"85353029";"853530";"Outros seccionadores/interruptores, para tensão > 1 Kv e corrente > 1600 A";"Ot.isol.swit./make-and-break sw.t>1kv, current>1600a"
"85354010";"853540";"Pára-raios para proteção de linhas de transmissão de eletricidade, para uma tensão superior a 1.000 V";"Lightning arres.f/protec.elec.transm.lines, t>1kv"
"85354090";"853540";"Limitadores de tensão e supressores de picos de tensão (supressores de sobretensões), para uma tensão superior a 1.000 V";"Voltage limiters/surge suppressors electr.t>1kv"
"85359000";"853590";"Outros aparelhos para interrupção, etc, de circuitos elétricos, para uma tensão superior a 1.000 V";"Oth.appar.f/interruption, etc.of electric circuits t>1kv"
"85361000";"853610";"Fusíveis e corta-circuitos de fusíveis, para uma tensão não superior a 1.000 V";"Fuses and cut-cicuits of fuses, f/tension<=1kv"
"85362000";"853620";"Disjuntores, para uma tensão não superior a 1.000 V";"Automatic circuit breakers f/tension<=1kv"
"85363000";"853630";"Outros aparelhos para proteção de circuitos elétricos, para uma tensão não superior a 1.000 V";"Other apparatus f/protec.electr.circuits f/tension<=1kv"
"42021210";"420212";"Baús para viagem, malas e maletas, incluindo as de toucador e as maletas e pastas de documentos e para estudantes e artefatos semelhantes, com a superfície exterior de plásticos ou de matérias têxteis";"Trunks, suit-cases, folders, of plastics"
"42021220";"420212";"Malas, maletas e pastas, de matérias têxteis";"Trunks, suit-cases, folders, of textile materials"
"42021900";"420219";"Malas, maletas e pastas, de outras matérias";"Trunks, suit-cases, folders, of other materials"
"42022100";"420221";"Bolsas, mesmo com tiracolo, incluindo as que não possuam alças, com a superfície exterior de couro natural ou reconstituído";"Purses of natural leather, rebuilt or varnishings"
"42022210";"420222";"Bolsas, mesmo com tiracolo, incluindo as que não possuam alças, com a superfície exterior de folhas de plásticos";"Purses of plastic sheeting"
"42022220";"420222";"Bolsas, mesmo com tiracolo, incluindo as que não possuam alças, com a superfície exterior de matérias têxteis";"Purses of textile materials"
"42022900";"420229";"Bolsas de outras matérias";"Purses of other materials"
"42023100";"420231";"Artigos do tipo dos normalmente levados nos bolsos ou em bolsas, com a superfície exterior de couro natural ou reconstituído";"Pockets articles/purses of natural leathers/reconst.etc"
"42023200";"420232";"Artigos do tipo dos normalmente levados nos bolsos ou em bolsas, com a superfície exterior de folhas de plásticos ou de matérias têxteis";"Pockets articles/purses of plastic sheeting/text.mater."
"42023900";"420239";"Artigos do tipo dos normalmente levados nos bolsos ou em bolsas, com a superfície exterior de outras matérias";"Pockets articles/purses of other materials"
"47073000";"470730";"Papéis ou cartões, obtidos principalmente a partir de pasta mecânica (por exemplo, jornais, periódicos e impressos semelhantes), praa reciclar";"Paper/paperboard, made of bleac.mechan.pulp, of recycl."
"47079000";"470790";"Outros papéis ou cartões, incluindo os desperdícios e aparas não selecionados, para reciclar";"Oth.paper/paperboard, of recycling, incl.n/selected"
"48010010";"480100";"Papel de jornal, em rolos ou em folhas, de peso inferior ou igual a 57 g/m2, em que 65 % ou mais, em peso, do conteúdo total de fibras seja constituído por fibras de madeiras obtidas por processo mecânico";"Newsprint, rolls/sheets w<=57g/m2, mechan.fibre>=65%"
"48010090";"480100";"Outros papéis de jornal, em rolos ou em folhas";"Other newsprint, in rolls or sheets"
"48021000";"480210";"Papel e cartão feitos a mão (folha a folha)";"Hand-made paper and paperboard (sheet at sheet)"
"48022000";"480220";"Papel/cartão para fabricação de papel/cartão fotossensível, etc, rolos, folhas";"Pap/paperb.forproduc.photo-sens.pap/paperb.etc.rolls, she"
"25292200";"252922";"Espatoflúor, que contenha, em peso, mais de 97 % de fluoreto de cálcio";"Fluorspar containing weight>97% of fluoride of calcium"
"25293000";"252930";"Leucita, nefelina e nefelina-sienito";"Leucite, nepheline and nepheline syenite"
"90213991";"902139";"Partes de próteses modulares que substituem membros superiores ou inferiores";"Parts for the upper or lower artificial limbs"
"90213999";"902139";"Outras partes/acessórios de artigos e aparelhos de prótese";"Other parts/access.of artif.parts of the body apliances"
"90214000";"902140";"Aparelhos para facilitar a audição dos surdos, exceto as partes e acessórios";"Hearing aids,excluding parts and accessories"
"90215000";"902150";"Marca-passos cardíacos, exceto as partes e acessórios";"Pacemakers f/stimulating heart muscles,excl.parts/acces"
"90219011";"902190";"Cardiodesfibriladores automáticos";"Automatic cardiac defibrillators"
"90219019";"902190";"Outros aparelhos implantáveis orgânicos, para compensar defeito/incapacidade";"Oth.appar.implant.organism f/compens.defect/incapacity"
"90219080";"902190";"Outros aparelhos para compensar deficiências ou enfermidades";"Oth.apparatus f/compensating deficiencies/illnesses"
"90219081";"902190";"Implantes expansíveis (stents), mesmo montados sobre cateter do tipo balão";"Stainless steel stents,for dilating arteries"
"91119010";"911190";"Fundos para caixa de relógio de pulso/bolso, de metal comum";"Bottoms f/wristwatches/pocket,of base metal"
"91119090";"911190";"Outras partes para caixa de relógio de pulso/bolso";"Other parts f/wristwatches/pocket cases"
"84314920";"843149";"Partes de outras máquinas e aparelhos de terraplanagem";"Parts of other levelling machinery, etc"
"84314921";"843149";"Cabinas para máquinas e aparelhos de terraplanagem e etc.";"Booths for levelling machinery/appliance, etc"
"84314922";"843149";"Lagartas de máquinas ou aparelhos das posições 84.29 ou 84.30";"Lagartas de maquinas/aparelhos das posic. 8429 ou 8430"
"84314923";"843149";"Tanques de combustível e demais reservatórios";"Fuel tanks and other reservoirs"
"84314929";"843149";"Outras partes de máquinas e aparelhos de terraplanagem etc";"Other parts of levelling machinery, etc"
"84321000";"843210";"Arados e charruas";"Ploughs"
"84322100";"843221";"Grades de discos, de uso agrícola, hortícola ou florestal, para preparação ou trabalho do solo ou para cultura";"Disc harrows, used agricultural, etc.f/soil preparation"
"84322900";"843229";"Outras grades, escarificadores, cultivadores, enxadas, etc.";"Oth.harrows, scarifiers, cultivators, weeders, hoes, etc."
"84323010";"843230";"Semeadores-adubadores";"Seeders-fertilizantes"
"84323090";"843230";"Outros semeadores, plantadores e transplantadores";"Other seeders, planters and transplanters"
"85271390";"852713";"Outros aparelhos receptores de radiodifusão, combinados com aparelhos de som, à pilha ou eletricidade";"Oth.recep.appar.radio-broad.comb.sound appar., pile/elec"
"85271910";"852719";"Aparelhos receptores de rádio, combinado com  relógio, a pilha ou eletricidade";"Recep.appar.of radio with clock, by pile/electricity"
"85271990";"852719";"Outros aparelhos receptores de radiodifusão, à pilha/elétricos, etc";"Oth.recep.appar.radio-broadcasting  by pile/electr.etc."
"85421399";"854213";"Outros semicondutores de óxido metálico, tecnologia mos";"Oth.semiconductors,of metallic oxide,mos techn."
"85421410";"854214";"Circuito obtido por tecnologia bipolar, não montados";"Circuit obtain.bipolar technology,not mounted"
"85421420";"854214";"Circuito obtido tecnologia bipolar, montados, para montagem em superfície";"Circuit obtain.bipolar techn.mounted,f/surf.moun.dev"
"85421490";"854214";"Outros circuitos digitais, obtidos por tecnologia bipolar";"Oth.circuit digital obtain.bipolartechnology"
"85421910";"854219";"Outros circuitos integrados monolíticos digitais, não montados";"Oth.digital monolithic integrated circuits,n/mounted"
"84311090";"843110";"Partes de outras talhas, cadernais, moitões, guinchos, etc.";"Parts of oth.pulley tackles, hoists, winches, , etc"
"84312011";"843120";"Partes de empilhadeiras, autopropulsadas";"Parts of self-propelled fork-lift trucks"
"84312019";"843120";"Partes de outras empilhadeiras";"Parts of other fork-lift trucks"
"84312090";"843120";"Partes de outros veículos para movimentação de carga, com dispositivo de elevação";"Parts of oth.vehic.f/mov.load, with lifts dispostive"
"84313110";"843131";"Partes de elevadores";"Parts of lifts"
"84313190";"843131";"Partes de monta-cargas ou de escadas rolantes";"Parts of skip hoists/escalators"
"84313900";"843139";"Partes de outras máquinas e aparelhos de elevação de carga, etc.";"Parts of machnery of elevation of load, etc"
"84314100";"843141";"Caçambas, mesmo de mandíbulas, pás, ganchos e tenazes, para máquinas e aparelhos de terraplanagem (aparelhos das posições 84.26, 84.29 ou 84.30)";"Buckets, shovels, grabs, etc.f/levelling machinery"
"84314200";"843142";"Lâminas para bulldozers ou angledozers";"Bulldozer or angledozer blades blades"
"73182900";"731829";"Outros artefatos não roscados, de ferro fundido, ferro ou aço";"Other non-threaded articles, of cast iron/iron/steel"
"73191000";"731910";"Agulhas de costura, cerzir ou bordar, de ferro ou aço";"Sewing, darning or embroidery needles, of iron or steel"
"73192000";"731920";"Alfinetes de segurança, de ferro ou aço";"Safety pins, of iron or steel"
"73193000";"731930";"Outros alfinetes de uso manual, de ferro ou aço";"Oth.pins for use in the hand, of iron or steel"
"73194000";"731940";"Alfinetes de seguranca e outros alfinetes";"Safety pins and other pins"
"73199000";"731990";"Outras agulhas/artefatos semelhantes, de uso manual, de ferro/aço";"Ot.needles/similar articl.f/use in the hand, iron/steel"
"73201000";"732010";"Molas de folhas e suas folhas, de ferro ou aço";"Leaf-springs and leaves therefor, of iron or steel"
"82012000";"820120";"Forcados e forquilhas, de metais comuns";"Forks of common metals"
"82013000";"820130";"Alviões, picaretas, enxadas, sachos, ancinhos e raspadeiras, de metais comuns";"Mattocks, picks, hoes, etc.of common metals"
"82014000";"820140";"Machados, podões e ferramentas semelhantes com gume, de metais comuns";"Axes, bill hooks and other hewing tools, of common metals"
"48025510";"480255";"Papel fibra de peso igual ou superior a 40 g/m2, mas não superior a 150 g/m2, em rolos, De largura não superior a 15 cm";"Paper fibre mech.<=10%, 40g/m2<=w<=150g/m2, roll w<=15cm"
"48025591";"480255";"Papel de desenho, sem fibra obtida por processo mecânico, de peso igual ou superior a 40 g/m2, mas não superior a 150 g/m2, em rolos";"Drawing paper, fibre mech<=10%, 40g/m2<=w<=150g/m2"
"48203000";"482030";"Classificadores, capas para encadernação (exceto as capas para livros) e capas de processos";"Binders, of paper/paperboard"
"48204000";"482040";"Formulários em blocos tipo manifold, mesmo com folhas intercaladas de papel-carbono";"Manifold business (""manifold""), even with carbon paper"
"48205000";"482050";"Álbuns para amostras ou coleções, de papel ou cartão";"Albums for samples or for collections, of paper/paperb."
"48209000";"482090";"Outros artigos de papel/cartão, para escritório/papelaria, etc";"Oth.articles of paper/paperb., foroffice/stationery, etc"
"48211000";"482110";"Etiquetas de qualquer espécie, de papel ou cartão, impressas";"Labels paper or paperboard, printed"
"48219000";"482190";"Etiquetas de qualquer espécie, de papel ou cartão, exceto impressas";"Other labels of paper or paperboard"
"48221000";"482210";"Carreteis, bobinas, canelas e suportes semelhantes, de pasta de papel, papel ou cartão, mesmo perfurados ou endurecidos, dos tipos utilizados para enrolamento de fios têxteis";"Bobbins, rolls, etc.of paper/paperb., fortextile yarn"
"48229000";"482290";"Carreteis, bobinas, canelas e suportes semelhantes, de pasta de papel, papel ou cartão, mesmo perfurados ou endurecidos, para outros usos";"Bobbins, rolls, etc.of paper/paperb., forother uses"
"28342990";"283429";"Outros nitratos";"Other nitrates"
"28351011";"283510";"Fosfinato (hipofosfito) de sódio";"Phosphinate (hypophosphites) of sodium"
"28351019";"283510";"Outros fosfinatos (hipofosfitos)";"Other phosphinates (hypophosphites)"
"28351021";"283510";"Fosfonato (fosfito) dibásico de chumbo";"Phosphinates (phosphites) dibasic of lead"
"28351029";"283510";"Outros fosfonatos (fosfitos)";"Other phosphonates (phosphites)"
"28352200";"283522";"Fosfato mono ou dissódico";"Phosphates of mono or disodium"
"28352300";"283523";"Fosfato de trissódio";"Phosphates of trisodium"
"29049013";"290490";"2-Cloro-1,3-dinitrobenzeno";"2-chloro-1, 3-dinitrobenzene"
"29049014";"290490";"4-Cloro-alfa,alfa,alfa-trifluor-3,5-dinitrotolueno";"4-chloro-alpa, alpha, alpha-trifluoro-3, 5-dinitrotoluene"
"26206000";"262060";"Cinzas e resíduos, que contenham arsênio, mercúrio, tálio ou suas misturas, dos tipos utilizados para extração de arsênio ou destes metais ou para fabricação dos seus compostos químicos";"Ash and residues containing arsenic, mercury, etc."
"26209010";"262090";"Cinzas e resíduos contendo titânio";"Ash and residues containing mainly titanium"
"26209090";"262090";"Cinzas e resíduos contendo outros metais ou compostos";"Ash and residues containing other metals or compounds"
"28256010";"282560";"Óxidos de germanio";"Germanium oxides"
"28256020";"282560";"Dióxido de zircônio";"Zirconium dioxide"
"28257010";"282570";"Trióxido de molibdênio";"Molybdenum trioxide"
